상권_코드,filename,lat,lng,heading,success
3120009,37.571193_126.989298_76.jpg,37.571193,126.989298,76,True
3120009,37.573273_126.988067_244.jpg,37.573273,126.988067,244,True
3120009,37.573273_126.988067_64.jpg,37.573273,126.988067,64,True
3120009,37.572149_126.991701_256.jpg,37.572149,126.991701,256,True
3120009,37.572149_126.991701_76.jpg,37.572149,126.991701,76,True
3120009,37.572761_126.991507_257.jpg,37.572761,126.991507,257,True
3120009,37.572761_126.991507_77.jpg,37.572761,126.991507,77,True
3120010,37.576326_126.995668_216.jpg,37.576326,126.995668,216,True
3120010,37.576326_126.995668_36.jpg,37.576326,126.995668,36,True
3120010,37.575403_126.995847_81.jpg,37.575403,126.995847,81,True
3120010,37.575403_126.995847_261.jpg,37.575403,126.995847,261,True
3120010,37.573573_126.996514_78.jpg,37.573573,126.996514,78,True
3120010,37.573573_126.996514_258.jpg,37.573573,126.996514,258,True
3120010,37.573915_126.996423_78.jpg,37.573915,126.996423,78,True
3120010,37.573915_126.996423_258.jpg,37.573915,126.996423,258,True
3120010,37.575917_126.995976_165.jpg,37.575917,126.995976,165,True
3120010,37.575917_126.995976_345.jpg,37.575917,126.995976,345,True
3120010,37.575985_126.996291_165.jpg,37.575985,126.996291,165,True
3120010,37.575985_126.996291_345.jpg,37.575985,126.996291,345,True
3120010,37.575723_126.997336_266.jpg,37.575723,126.997336,266,True
3120010,37.575723_126.997336_86.jpg,37.575723,126.997336,86,True
3120010,37.575879_126.998970_175.jpg,37.575879,126.99897,175,True
3120010,37.575879_126.998970_355.jpg,37.575879,126.99897,355,True
3120008,37.573253_126.985958_230.jpg,37.573253,126.985958,230,True
3120008,37.573253_126.985958_50.jpg,37.573253,126.985958,50,True
3120008,37.572870_126.986325_236.jpg,37.57287,126.986325,236,True
3120008,37.572870_126.986325_56.jpg,37.57287,126.986325,56,True
3120008,37.572766_126.985715_333.jpg,37.572766,126.985715,333,True
3120008,37.572766_126.985715_153.jpg,37.572766,126.985715,153,True
3120008,37.573455_126.987478_332.jpg,37.573455,126.987478,332,True
3120008,37.573455_126.987478_152.jpg,37.573455,126.987478,152,True
3120008,37.573329_126.987183_332.jpg,37.573329,126.987183,332,True
3120008,37.573329_126.987183_152.jpg,37.573329,126.987183,152,True
3120008,37.574736_126.983937_231.jpg,37.574736,126.983937,231,True
3120008,37.574736_126.983937_51.jpg,37.574736,126.983937,51,True
3120008,37.575048_126.982898_267.jpg,37.575048,126.982898,267,True
3120008,37.575048_126.982898_87.jpg,37.575048,126.982898,87,True
3120008,37.572969_126.982995_268.jpg,37.572969,126.982995,268,True
3120008,37.572969_126.982995_88.jpg,37.572969,126.982995,88,True
3120007,37.577880_126.985708_184.jpg,37.57788,126.985708,184,True
3120007,37.577880_126.985708_4.jpg,37.57788,126.985708,4,True
3120007,37.577907_126.986668_357.jpg,37.577907,126.986668,357,True
3120007,37.577907_126.986668_177.jpg,37.577907,126.986668,177,True
3120007,37.582159_126.983255_85.jpg,37.582159,126.983255,85,True
3120007,37.582159_126.983255_265.jpg,37.582159,126.983255,265,True
3120007,37.582485_126.983125_70.jpg,37.582485,126.983125,70,True
3120007,37.582485_126.983125_250.jpg,37.582485,126.983125,250,True
3120007,37.582915_126.983012_182.jpg,37.582915,126.983012,182,True
3120007,37.582915_126.983012_2.jpg,37.582915,126.983012,2,True
3120007,37.578131_126.985900_180.jpg,37.578131,126.9859,180,True
3120007,37.578131_126.985900_0.jpg,37.578131,126.9859,0,True
3120006,37.570110_126.985750_271.jpg,37.57011,126.98575,271,True
3120006,37.570110_126.985750_91.jpg,37.57011,126.98575,91,True
3120006,37.572462_126.979925_356.jpg,37.572462,126.979925,356,True
3120006,37.572462_126.979925_176.jpg,37.572462,126.979925,176,True
3120006,37.572436_126.979458_356.jpg,37.572436,126.979458,356,True
3120006,37.572436_126.979458_176.jpg,37.572436,126.979458,176,True
3120006,37.572319_126.980237_248.jpg,37.572319,126.980237,248,True
3120006,37.572319_126.980237_68.jpg,37.572319,126.980237,68,True
3120006,37.572008_126.980392_248.jpg,37.572008,126.980392,248,True
3120006,37.572008_126.980392_68.jpg,37.572008,126.980392,68,True
3120006,37.569216_126.981847_69.jpg,37.569216,126.981847,69,True
3120006,37.569216_126.981847_249.jpg,37.569216,126.981847,249,True
3120006,37.570128_126.984449_271.jpg,37.570128,126.984449,271,True
3120006,37.570128_126.984449_91.jpg,37.570128,126.984449,91,True
3120006,37.569564_126.984610_180.jpg,37.569564,126.98461,180,True
3120006,37.569564_126.984610_0.jpg,37.569564,126.98461,0,True
3120006,37.570171_126.979338_90.jpg,37.570171,126.979338,90,True
3120006,37.570171_126.979338_270.jpg,37.570171,126.979338,270,True
3120006,37.570340_126.982971_93.jpg,37.57034,126.982971,93,True
3120006,37.570340_126.982971_273.jpg,37.57034,126.982971,273,True
3120005,37.579624_126.982116_19.jpg,37.579624,126.982116,19,True
3120005,37.579624_126.982116_199.jpg,37.579624,126.982116,199,True
3120005,37.579817_126.981442_14.jpg,37.579817,126.981442,14,True
3120005,37.579817_126.981442_194.jpg,37.579817,126.981442,194,True
3120005,37.579970_126.980602_11.jpg,37.57997,126.980602,11,True
3120005,37.579970_126.980602_191.jpg,37.57997,126.980602,191,True
3120005,37.580034_126.980194_11.jpg,37.580034,126.980194,11,True
3120005,37.580034_126.980194_191.jpg,37.580034,126.980194,191,True
3120005,37.579908_126.980970_193.jpg,37.579908,126.98097,193,True
3120005,37.579908_126.980970_13.jpg,37.579908,126.98097,13,True
3120005,37.579726_126.981790_22.jpg,37.579726,126.98179,22,True
3120005,37.579726_126.981790_202.jpg,37.579726,126.98179,202,True
3120004,37.575312_126.979112_128.jpg,37.575312,126.979112,128,True
3120004,37.575312_126.979112_308.jpg,37.575312,126.979112,308,True
3120004,37.572035_126.982613_5.jpg,37.572035,126.982613,5,True
3120004,37.572035_126.982613_185.jpg,37.572035,126.982613,185,True
3120004,37.572024_126.982910_180.jpg,37.572024,126.98291,180,True
3120004,37.572024_126.982910_0.jpg,37.572024,126.98291,0,True
3120004,37.572199_126.981372_13.jpg,37.572199,126.981372,13,True
3120004,37.572199_126.981372_193.jpg,37.572199,126.981372,193,True
3120004,37.572138_126.981765_190.jpg,37.572138,126.981765,190,True
3120004,37.572138_126.981765_10.jpg,37.572138,126.981765,10,True
3120004,37.572077_126.982228_190.jpg,37.572077,126.982228,190,True
3120004,37.572077_126.982228_10.jpg,37.572077,126.982228,10,True
3120004,37.575329_126.982615_223.jpg,37.575329,126.982615,223,True
3120004,37.575329_126.982615_43.jpg,37.575329,126.982615,43,True
3120004,37.575956_126.980099_358.jpg,37.575956,126.980099,358,True
