기준_년분기_코드,상권_코드,상권_코드_명,상권_구분_코드_명,추정매출_합계
20211,3110001,이북5도청사,골목상권,867043993
20212,3110001,이북5도청사,골목상권,1041930218
20213,3110001,이북5도청사,골목상권,1005396698
20214,3110001,이북5도청사,골목상권,992073557
20221,3110001,이북5도청사,골목상권,830414556
20222,3110001,이북5도청사,골목상권,1207389905
20223,3110001,이북5도청사,골목상권,1152851018
20224,3110001,이북5도청사,골목상권,1105492475
20231,3110001,이북5도청사,골목상권,578117653
20232,3110001,이북5도청사,골목상권,640639159
20233,3110001,이북5도청사,골목상권,598432069
20234,3110001,이북5도청사,골목상권,715611949
20241,3110001,이북5도청사,골목상권,448224848
20242,3110001,이북5도청사,골목상권,620258949
20243,3110001,이북5도청사,골목상권,568175868
20244,3110001,이북5도청사,골목상권,651121642
20251,3110001,이북5도청사,골목상권,650083386
20252,3110001,이북5도청사,골목상권,727745521
20253,3110001,이북5도청사,골목상권,642313316
20254,3110001,이북5도청사,골목상권,564980303
20211,3110003,세검정초등학교,골목상권,1003138475
20212,3110003,세검정초등학교,골목상권,1200521061
20213,3110003,세검정초등학교,골목상권,1140933915
20214,3110003,세검정초등학교,골목상권,1384070712
20221,3110003,세검정초등학교,골목상권,890513865
20222,3110003,세검정초등학교,골목상권,1345296148
20223,3110003,세검정초등학교,골목상권,1396565621
20224,3110003,세검정초등학교,골목상권,1434770421
20231,3110003,세검정초등학교,골목상권,1261714908
20232,3110003,세검정초등학교,골목상권,1540558866
20233,3110003,세검정초등학교,골목상권,1532260767
20234,3110003,세검정초등학교,골목상권,1285753174
20241,3110003,세검정초등학교,골목상권,1276483931
20242,3110003,세검정초등학교,골목상권,1378690439
20243,3110003,세검정초등학교,골목상권,1429473938
20244,3110003,세검정초등학교,골목상권,1281835618
20251,3110003,세검정초등학교,골목상권,1543563500
20252,3110003,세검정초등학교,골목상권,1469123230
20253,3110003,세검정초등학교,골목상권,1416572548
20254,3110003,세검정초등학교,골목상권,1456498466
20211,3110005,세검정,골목상권,841814712
20212,3110005,세검정,골목상권,902732210
20213,3110005,세검정,골목상권,825346479
20214,3110005,세검정,골목상권,968120806
20221,3110005,세검정,골목상권,741103039
20222,3110005,세검정,골목상권,891218747
20223,3110005,세검정,골목상권,849384048
20224,3110005,세검정,골목상권,930135905
20231,3110005,세검정,골목상권,823702184
20232,3110005,세검정,골목상권,851410059
20233,3110005,세검정,골목상권,887791338
20234,3110005,세검정,골목상권,880716271
20241,3110005,세검정,골목상권,864723276
20242,3110005,세검정,골목상권,834414328
20243,3110005,세검정,골목상권,798045959
20244,3110005,세검정,골목상권,850364805
20251,3110005,세검정,골목상권,726210801
20252,3110005,세검정,골목상권,804309232
20253,3110005,세검정,골목상권,784441102
20254,3110005,세검정,골목상권,638469752
20211,3110009,자하문터널,골목상권,699472581
20212,3110009,자하문터널,골목상권,1176941108
20213,3110009,자하문터널,골목상권,1117273369
20214,3110009,자하문터널,골목상권,1133105465
20221,3110009,자하문터널,골목상권,743064252
20222,3110009,자하문터널,골목상권,1737961664
20223,3110009,자하문터널,골목상권,1573715264
20224,3110009,자하문터널,골목상권,1606592621
20231,3110009,자하문터널,골목상권,898200529
20232,3110009,자하문터널,골목상권,1425924131
20233,3110009,자하문터널,골목상권,1460475814
20234,3110009,자하문터널,골목상권,1210373704
20241,3110009,자하문터널,골목상권,936062751
20242,3110009,자하문터널,골목상권,1245174286
20243,3110009,자하문터널,골목상권,1157948220
20244,3110009,자하문터널,골목상권,1211620724
20251,3110009,자하문터널,골목상권,850106461
20252,3110009,자하문터널,골목상권,1323882333
20253,3110009,자하문터널,골목상권,954133809
20254,3110009,자하문터널,골목상권,924945845
20211,3110010,평창동서측,골목상권,2814910404
20212,3110010,평창동서측,골목상권,2764630861
20213,3110010,평창동서측,골목상권,2798939329
20214,3110010,평창동서측,골목상권,2685893537
20221,3110010,평창동서측,골목상권,1283341968
20222,3110010,평창동서측,골목상권,1435149905
20223,3110010,평창동서측,골목상권,1111665164
20224,3110010,평창동서측,골목상권,1120791688
20231,3110010,평창동서측,골목상권,1525927228
20232,3110010,평창동서측,골목상권,1594337521
20233,3110010,평창동서측,골목상권,2378546620
20234,3110010,평창동서측,골목상권,2364693172
20241,3110010,평창동서측,골목상권,2029908865
20242,3110010,평창동서측,골목상권,2308149155
20243,3110010,평창동서측,골목상권,2243912276
20244,3110010,평창동서측,골목상권,2130361284
20251,3110010,평창동서측,골목상권,2092083103
20252,3110010,평창동서측,골목상권,2078562190
20253,3110010,평창동서측,골목상권,1778520931
20254,3110010,평창동서측,골목상권,1845066599
20211,3110012,성곡미술관,골목상권,2304625189
20212,3110012,성곡미술관,골목상권,3118832467
20213,3110012,성곡미술관,골목상권,2466129023
20214,3110012,성곡미술관,골목상권,3552169272
20221,3110012,성곡미술관,골목상권,2399279217
20222,3110012,성곡미술관,골목상권,3934541522
20223,3110012,성곡미술관,골목상권,2752299761
20224,3110012,성곡미술관,골목상권,3942251507
20231,3110012,성곡미술관,골목상권,3947763652
20232,3110012,성곡미술관,골목상권,4450739342
20233,3110012,성곡미술관,골목상권,4059607104
20234,3110012,성곡미술관,골목상권,4468172076
20241,3110012,성곡미술관,골목상권,4069357629
20242,3110012,성곡미술관,골목상권,4785920961
20243,3110012,성곡미술관,골목상권,4183376833
20244,3110012,성곡미술관,골목상권,4927089741
20251,3110012,성곡미술관,골목상권,3807390867
20252,3110012,성곡미술관,골목상권,4431748670
20253,3110012,성곡미술관,골목상권,4372542306
20254,3110012,성곡미술관,골목상권,4356707591
20211,3110014,경복고등학교,골목상권,316415748
20212,3110014,경복고등학교,골목상권,378510662
20213,3110014,경복고등학교,골목상권,312676487
20214,3110014,경복고등학교,골목상권,427891794
20221,3110014,경복고등학교,골목상권,334414943
20222,3110014,경복고등학교,골목상권,553505716
20223,3110014,경복고등학교,골목상권,458006212
20224,3110014,경복고등학교,골목상권,500482143
20231,3110014,경복고등학교,골목상권,400346869
20232,3110014,경복고등학교,골목상권,482638965
20233,3110014,경복고등학교,골목상권,429459225
20234,3110014,경복고등학교,골목상권,486647029
20241,3110014,경복고등학교,골목상권,414932559
20242,3110014,경복고등학교,골목상권,514999084
20243,3110014,경복고등학교,골목상권,408089663
20244,3110014,경복고등학교,골목상권,504853365
20251,3110014,경복고등학교,골목상권,407105727
20252,3110014,경복고등학교,골목상권,521190276
20253,3110014,경복고등학교,골목상권,396113502
20254,3110014,경복고등학교,골목상권,481507149
20211,3110015,청와대사랑채,골목상권,895357879
20212,3110015,청와대사랑채,골목상권,1110591386
20213,3110015,청와대사랑채,골목상권,967290531
20214,3110015,청와대사랑채,골목상권,1102831872
20221,3110015,청와대사랑채,골목상권,859585116
20222,3110015,청와대사랑채,골목상권,997964034
20223,3110015,청와대사랑채,골목상권,928795147
20224,3110015,청와대사랑채,골목상권,1100470323
20231,3110015,청와대사랑채,골목상권,918601925
20232,3110015,청와대사랑채,골목상권,993301135
20233,3110015,청와대사랑채,골목상권,835406470
20234,3110015,청와대사랑채,골목상권,1052484413
20241,3110015,청와대사랑채,골목상권,843389456
20242,3110015,청와대사랑채,골목상권,873138605
20243,3110015,청와대사랑채,골목상권,814089459
20244,3110015,청와대사랑채,골목상권,1165135569
20251,3110015,청와대사랑채,골목상권,833702013
20252,3110015,청와대사랑채,골목상권,874456349
20253,3110015,청와대사랑채,골목상권,767316958
20254,3110015,청와대사랑채,골목상권,881178205
20211,3110016,평창동동측,골목상권,346244259
20212,3110016,평창동동측,골목상권,617332606
20213,3110016,평창동동측,골목상권,536951119
20214,3110016,평창동동측,골목상권,627622399
20221,3110016,평창동동측,골목상권,534098164
20222,3110016,평창동동측,골목상권,757299876
20223,3110016,평창동동측,골목상권,577742872
20224,3110016,평창동동측,골목상권,372030440
20231,3110016,평창동동측,골목상권,484623372
20232,3110016,평창동동측,골목상권,674712704
20233,3110016,평창동동측,골목상권,566944044
20234,3110016,평창동동측,골목상권,624369376
20241,3110016,평창동동측,골목상권,508506121
20242,3110016,평창동동측,골목상권,610003819
20243,3110016,평창동동측,골목상권,553097151
20244,3110016,평창동동측,골목상권,610698672
20251,3110016,평창동동측,골목상권,558195239
20252,3110016,평창동동측,골목상권,635378607
20253,3110016,평창동동측,골목상권,519065775
20254,3110016,평창동동측,골목상권,560334025
20211,3110017,정독도서관,골목상권,187263447
20212,3110017,정독도서관,골목상권,325188838
20213,3110017,정독도서관,골목상권,246241611
20214,3110017,정독도서관,골목상권,273566116
20221,3110017,정독도서관,골목상권,192904841
20222,3110017,정독도서관,골목상권,379058828
20223,3110017,정독도서관,골목상권,344659320
20224,3110017,정독도서관,골목상권,306991953
20231,3110017,정독도서관,골목상권,248593403
20232,3110017,정독도서관,골목상권,173416431
20233,3110017,정독도서관,골목상권,175608178
20234,3110017,정독도서관,골목상권,192527649
20241,3110017,정독도서관,골목상권,181124049
20242,3110017,정독도서관,골목상권,156299464
20243,3110017,정독도서관,골목상권,94835288
20244,3110017,정독도서관,골목상권,90132793
20251,3110017,정독도서관,골목상권,50724343
20252,3110017,정독도서관,골목상권,69478815
20253,3110017,정독도서관,골목상권,74653493
20254,3110017,정독도서관,골목상권,88954652
20211,3110018,중앙고등학교,골목상권,1038176940
20212,3110018,중앙고등학교,골목상권,1391539947
20213,3110018,중앙고등학교,골목상권,1436671388
20214,3110018,중앙고등학교,골목상권,1732825278
20221,3110018,중앙고등학교,골목상권,1362271730
20222,3110018,중앙고등학교,골목상권,1918506263
20223,3110018,중앙고등학교,골목상권,1730570084
20224,3110018,중앙고등학교,골목상권,2077230189
20231,3110018,중앙고등학교,골목상권,1864334412
20232,3110018,중앙고등학교,골목상권,1808321501
20233,3110018,중앙고등학교,골목상권,1547806957
20234,3110018,중앙고등학교,골목상권,1737229792
20241,3110018,중앙고등학교,골목상권,1592787658
20242,3110018,중앙고등학교,골목상권,1826341268
20243,3110018,중앙고등학교,골목상권,1560180439
20244,3110018,중앙고등학교,골목상권,1827701155
20251,3110018,중앙고등학교,골목상권,1341853785
20252,3110018,중앙고등학교,골목상권,1867930663
20253,3110018,중앙고등학교,골목상권,1543230604
20254,3110018,중앙고등학교,골목상권,2457016832
20211,3110020,서울국제고등학교,골목상권,2108413626
20212,3110020,서울국제고등학교,골목상권,2205416491
20213,3110020,서울국제고등학교,골목상권,2111798504
20214,3110020,서울국제고등학교,골목상권,2262286805
20221,3110020,서울국제고등학교,골목상권,2224761848
20222,3110020,서울국제고등학교,골목상권,2619999490
20223,3110020,서울국제고등학교,골목상권,2941343334
20224,3110020,서울국제고등학교,골목상권,2704167383
20231,3110020,서울국제고등학교,골목상권,2596377084
20232,3110020,서울국제고등학교,골목상권,3127279822
20233,3110020,서울국제고등학교,골목상권,3087962535
20234,3110020,서울국제고등학교,골목상권,2653759553
20241,3110020,서울국제고등학교,골목상권,2151382460
20242,3110020,서울국제고등학교,골목상권,2807123978
20243,3110020,서울국제고등학교,골목상권,2529435797
20244,3110020,서울국제고등학교,골목상권,2713453462
20251,3110020,서울국제고등학교,골목상권,2046756281
20252,3110020,서울국제고등학교,골목상권,2752641840
20253,3110020,서울국제고등학교,골목상권,2751005851
20254,3110020,서울국제고등학교,골목상권,2462344012
20211,3110022,경신고등학교,골목상권,877753428
20212,3110022,경신고등학교,골목상권,1046664651
20213,3110022,경신고등학교,골목상권,1090503960
20214,3110022,경신고등학교,골목상권,1523882573
20221,3110022,경신고등학교,골목상권,981403430
20222,3110022,경신고등학교,골목상권,1122418342
20223,3110022,경신고등학교,골목상권,1160754097
20224,3110022,경신고등학교,골목상권,1303234309
20231,3110022,경신고등학교,골목상권,1139470181
20232,3110022,경신고등학교,골목상권,1100059207
20233,3110022,경신고등학교,골목상권,1151306825
20234,3110022,경신고등학교,골목상권,1169363100
20241,3110022,경신고등학교,골목상권,1154045326
20242,3110022,경신고등학교,골목상권,1258520006
20243,3110022,경신고등학교,골목상권,1152485825
20244,3110022,경신고등학교,골목상권,1393647186
20251,3110022,경신고등학교,골목상권,1071078552
20252,3110022,경신고등학교,골목상권,1125973563
20253,3110022,경신고등학교,골목상권,1146069434
20254,3110022,경신고등학교,골목상권,1137363402
20211,3110024,혜회동주민센터,골목상권,1746515931
20212,3110024,혜회동주민센터,골목상권,1431143659
20213,3110024,혜회동주민센터,골목상권,1381223173
20214,3110024,혜회동주민센터,골목상권,1628802659
20221,3110024,혜회동주민센터,골목상권,1386808425
20222,3110024,혜회동주민센터,골목상권,1728307654
20223,3110024,혜회동주민센터,골목상권,1804008873
20224,3110024,혜회동주민센터,골목상권,1649025368
20231,3110024,혜회동주민센터,골목상권,1655302331
20232,3110024,혜회동주민센터,골목상권,1862565907
20233,3110024,혜회동주민센터,골목상권,1709954506
20234,3110024,혜회동주민센터,골목상권,2025162943
20241,3110024,혜회동주민센터,골목상권,1831415550
20242,3110024,혜회동주민센터,골목상권,2007720401
20243,3110024,혜회동주민센터,골목상권,1900309464
20244,3110024,혜회동주민센터,골목상권,2131581344
20251,3110024,혜화동주민센터,골목상권,1915198201
20252,3110024,혜화동주민센터,골목상권,2102941122
20253,3110024,혜화동주민센터,골목상권,1980650904
20254,3110024,혜화동주민센터,골목상권,2307730573
20211,3110027,혜화역 1번,골목상권,257102939
20212,3110027,혜화역 1번,골목상권,398884083
20213,3110027,혜화역 1번,골목상권,354936112
20214,3110027,혜화역 1번,골목상권,372874439
20221,3110027,혜화역 1번,골목상권,306233233
20222,3110027,혜화역 1번,골목상권,401742177
20223,3110027,혜화역 1번,골목상권,289118123
20224,3110027,혜화역 1번,골목상권,363670461
20231,3110027,혜화역 1번,골목상권,361635975
20232,3110027,혜화역 1번,골목상권,413350776
20233,3110027,혜화역 1번,골목상권,415802768
20234,3110027,혜화역 1번,골목상권,397480089
20241,3110027,혜화역 1번,골목상권,327914561
20242,3110027,혜화역 1번,골목상권,396565212
20243,3110027,혜화역 1번,골목상권,387958298
20244,3110027,혜화역 1번,골목상권,356345422
20251,3110027,혜화역 1번,골목상권,286482230
20252,3110027,혜화역 1번,골목상권,344149554
20253,3110027,혜화역 1번,골목상권,401317098
20254,3110027,혜화역 1번,골목상권,347218185
20211,3110028,이화달팽이길,골목상권,3514332491
20212,3110028,이화달팽이길,골목상권,3887416859
20213,3110028,이화달팽이길,골목상권,4142343320
20214,3110028,이화달팽이길,골목상권,3937457747
20221,3110028,이화달팽이길,골목상권,4176753082
20222,3110028,이화달팽이길,골목상권,4493516963
20223,3110028,이화달팽이길,골목상권,4706427055
20224,3110028,이화달팽이길,골목상권,4734294310
20231,3110028,이화달팽이길,골목상권,4547971532
20232,3110028,이화달팽이길,골목상권,5139260100
20233,3110028,이화달팽이길,골목상권,5213226399
20234,3110028,이화달팽이길,골목상권,5039998896
20241,3110028,이화달팽이길,골목상권,4514328865
20242,3110028,이화달팽이길,골목상권,4979131914
20243,3110028,이화달팽이길,골목상권,4771297873
20244,3110028,이화달팽이길,골목상권,4406636865
20251,3110028,이화달팽이길,골목상권,4183862248
20252,3110028,이화달팽이길,골목상권,4731999727
20253,3110028,이화달팽이길,골목상권,5000511273
20254,3110028,이화달팽이길,골목상권,4635101757
20211,3110029,동대문역 1번,골목상권,2850173835
20212,3110029,동대문역 1번,골목상권,2803861301
20213,3110029,동대문역 1번,골목상권,3156597712
20214,3110029,동대문역 1번,골목상권,2896164833
20221,3110029,동대문역 1번,골목상권,3078872732
20222,3110029,동대문역 1번,골목상권,3125736097
20223,3110029,동대문역 1번,골목상권,3205177718
20224,3110029,동대문역 1번,골목상권,2850317038
20231,3110029,동대문역 1번,골목상권,3063707046
20232,3110029,동대문역 1번,골목상권,3061872724
20233,3110029,동대문역 1번,골목상권,3260740257
20234,3110029,동대문역 1번,골목상권,2880944158
20241,3110029,동대문역 1번,골목상권,2627460834
20242,3110029,동대문역 1번,골목상권,2614183007
20243,3110029,동대문역 1번,골목상권,2825416264
20244,3110029,동대문역 1번,골목상권,2307274723
20251,3110029,동대문역 1번,골목상권,2438226401
20252,3110029,동대문역 1번,골목상권,2394813719
20253,3110029,동대문역 1번,골목상권,2591412077
20254,3110029,동대문역 1번,골목상권,2391985674
20211,3110033,창신역 4번,골목상권,733243526
20212,3110033,창신역 4번,골목상권,1011945743
20213,3110033,창신역 4번,골목상권,993203284
20214,3110033,창신역 4번,골목상권,552373511
20221,3110033,창신역 4번,골목상권,604482371
20222,3110033,창신역 4번,골목상권,879175504
20223,3110033,창신역 4번,골목상권,915587469
20224,3110033,창신역 4번,골목상권,352288792
20231,3110033,창신역 4번,골목상권,338771794
20232,3110033,창신역 4번,골목상권,585220648
20233,3110033,창신역 4번,골목상권,580371689
20234,3110033,창신역 4번,골목상권,423710283
20241,3110033,창신역 4번,골목상권,766511754
20242,3110033,창신역 4번,골목상권,585213600
20243,3110033,창신역 4번,골목상권,592093414
20244,3110033,창신역 4번,골목상권,529628816
20251,3110033,창신역 4번,골목상권,606464269
20252,3110033,창신역 4번,골목상권,882504605
20253,3110033,창신역 4번,골목상권,944424736
20254,3110033,창신역 4번,골목상권,871380118
20211,3110035,동묘앞역 2번,골목상권,550011836
20212,3110035,동묘앞역 2번,골목상권,907209607
20213,3110035,동묘앞역 2번,골목상권,682834942
20214,3110035,동묘앞역 2번,골목상권,710719153
20221,3110035,동묘앞역 2번,골목상권,585520443
20222,3110035,동묘앞역 2번,골목상권,889559252
20223,3110035,동묘앞역 2번,골목상권,846635325
20224,3110035,동묘앞역 2번,골목상권,942142826
20231,3110035,동묘앞역 2번,골목상권,845330518
20232,3110035,동묘앞역 2번,골목상권,896083658
20233,3110035,동묘앞역 2번,골목상권,848770605
20234,3110035,동묘앞역 2번,골목상권,843205629
20241,3110035,동묘앞역 2번,골목상권,766119715
20242,3110035,동묘앞역 2번,골목상권,884936196
20243,3110035,동묘앞역 2번,골목상권,1423869479
20244,3110035,동묘앞역 2번,골목상권,1461086471
20251,3110035,동묘앞역 2번,골목상권,1406322715
20252,3110035,동묘앞역 2번,골목상권,1285470013
20253,3110035,동묘앞역 2번,골목상권,1300470837
20254,3110035,동묘앞역 2번,골목상권,1282850121
20211,3110037,신설동역 12번,골목상권,309423798
20212,3110037,신설동역 12번,골목상권,651288383
20213,3110037,신설동역 12번,골목상권,624909876
20214,3110037,신설동역 12번,골목상권,725590450
20221,3110037,신설동역 12번,골목상권,850651908
20222,3110037,신설동역 12번,골목상권,874022307
20223,3110037,신설동역 12번,골목상권,409352663
20224,3110037,신설동역 12번,골목상권,461613831
20231,3110037,신설동역 12번,골목상권,597800774
20232,3110037,신설동역 12번,골목상권,844188125
20233,3110037,신설동역 12번,골목상권,689902540
20234,3110037,신설동역 12번,골목상권,803130209
20241,3110037,신설동역 12번,골목상권,810151786
20242,3110037,신설동역 12번,골목상권,1095646087
20243,3110037,신설동역 12번,골목상권,1000579019
20244,3110037,신설동역 12번,골목상권,959002805
20251,3110037,신설동역 12번,골목상권,738232967
20252,3110037,신설동역 12번,골목상권,756818579
20253,3110037,신설동역 12번,골목상권,751878421
20254,3110037,신설동역 12번,골목상권,838021586
20211,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,423606943
20212,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,397810011
20213,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,382283550
20214,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,456265336
20221,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,377933416
20222,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,487002173
20223,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,524870189
20224,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,668531564
20231,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,592158707
20232,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,847514509
20233,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,786156376
20234,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,703440277
20241,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,653105364
20242,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,730564876
20243,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,693476282
20244,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,725084838
20251,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,616870131
20252,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,793230608
20253,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,621697331
20254,3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,651118578
20211,3110041,남산케이블카,골목상권,4292693020
20212,3110041,남산케이블카,골목상권,6073968576
20213,3110041,남산케이블카,골목상권,4405381244
20214,3110041,남산케이블카,골목상권,5635676021
20221,3110041,남산케이블카,골목상권,4421340088
20222,3110041,남산케이블카,골목상권,7442341791
20223,3110041,남산케이블카,골목상권,5548989234
20224,3110041,남산케이블카,골목상권,6619310123
20231,3110041,남산케이블카,골목상권,5670795824
20232,3110041,남산케이블카,골목상권,6960765013
20233,3110041,남산케이블카,골목상권,6412531313
20234,3110041,남산케이블카,골목상권,8448309997
20241,3110041,남산케이블카,골목상권,6928076866
20242,3110041,남산케이블카,골목상권,7730105464
20243,3110041,남산케이블카,골목상권,5177731589
20244,3110041,남산케이블카,골목상권,6989826999
20251,3110041,남산케이블카,골목상권,4865996159
20252,3110041,남산케이블카,골목상권,6400894900
20253,3110041,남산케이블카,골목상권,5223625257
20254,3110041,남산케이블카,골목상권,6770476218
20211,3110042,남산골공원옆,골목상권,807055604
20212,3110042,남산골공원옆,골목상권,1216233339
20213,3110042,남산골공원옆,골목상권,303967063
20214,3110042,남산골공원옆,골목상권,368793009
20221,3110042,남산골공원옆,골목상권,316225104
20222,3110042,남산골공원옆,골목상권,1955928143
20223,3110042,남산골공원옆,골목상권,1323988008
20224,3110042,남산골공원옆,골목상권,420233507
20231,3110042,남산골공원옆,골목상권,355285918
20232,3110042,남산골공원옆,골목상권,353926351
20233,3110042,남산골공원옆,골목상권,1479957147
20234,3110042,남산골공원옆,골목상권,361194069
20241,3110042,남산골공원옆,골목상권,350232349
20242,3110042,남산골공원옆,골목상권,272013247
20243,3110042,남산골공원옆,골목상권,1317728104
20244,3110042,남산골공원옆,골목상권,373471686
20251,3110042,남산골공원옆,골목상권,2762691273
20252,3110042,남산골공원옆,골목상권,334363214
20253,3110042,남산골공원옆,골목상권,336627421
20254,3110042,남산골공원옆,골목상권,601157930
20211,3110043,충무초등학교,골목상권,1240891513
20212,3110043,충무초등학교,골목상권,921702789
20213,3110043,충무초등학교,골목상권,1674109797
20214,3110043,충무초등학교,골목상권,2542839166
20221,3110043,충무초등학교,골목상권,3002439408
20222,3110043,충무초등학교,골목상권,2265880118
20223,3110043,충무초등학교,골목상권,2165345526
20224,3110043,충무초등학교,골목상권,2420236886
20231,3110043,충무초등학교,골목상권,2092444040
20232,3110043,충무초등학교,골목상권,2329406651
20233,3110043,충무초등학교,골목상권,2297023344
20234,3110043,충무초등학교,골목상권,3714323537
20241,3110043,충무초등학교,골목상권,3044765773
20242,3110043,충무초등학교,골목상권,1910556646
20243,3110043,충무초등학교,골목상권,2933986381
20244,3110043,충무초등학교,골목상권,2230307634
20251,3110043,충무초등학교,골목상권,1620544195
20252,3110043,충무초등학교,골목상권,1705618825
20253,3110043,충무초등학교,골목상권,1803988335
20254,3110043,충무초등학교,골목상권,2017301516
20211,3110048,장충동주민센터,골목상권,4047815423
20212,3110048,장충동주민센터,골목상권,2531166792
20213,3110048,장충동주민센터,골목상권,1372873889
20214,3110048,장충동주민센터,골목상권,1686587742
20221,3110048,장충동주민센터,골목상권,2686705065
20222,3110048,장충동주민센터,골목상권,1486630941
20223,3110048,장충동주민센터,골목상권,2948466863
20224,3110048,장충동주민센터,골목상권,2120862515
20231,3110048,장충동주민센터,골목상권,5423205507
20232,3110048,장충동주민센터,골목상권,2647637441
20233,3110048,장충동주민센터,골목상권,1169567306
20234,3110048,장충동주민센터,골목상권,2197413788
20241,3110048,장충동주민센터,골목상권,726195391
20242,3110048,장충동주민센터,골목상권,3394315155
20243,3110048,장충동주민센터,골목상권,2117910260
20244,3110048,장충동주민센터,골목상권,7377518929
20251,3110048,장충동주민센터,골목상권,3181071702
20252,3110048,장충동주민센터,골목상권,2334140646
20253,3110048,장충동주민센터,골목상권,3055615185
20254,3110048,장충동주민센터,골목상권,8570987251
20211,3110049,장충단 고개,골목상권,3503912282
20212,3110049,장충단 고개,골목상권,3756104385
20213,3110049,장충단 고개,골목상권,3577956695
20214,3110049,장충단 고개,골목상권,4416932065
20221,3110049,장충단 고개,골목상권,3845917249
20222,3110049,장충단 고개,골목상권,4363544831
20223,3110049,장충단 고개,골목상권,4668886334
20224,3110049,장충단 고개,골목상권,6119209425
20231,3110049,장충단 고개,골목상권,4482246320
20232,3110049,장충단 고개,골목상권,3793554155
20233,3110049,장충단 고개,골목상권,3633830011
20234,3110049,장충단 고개,골목상권,3863800183
20241,3110049,장충단 고개,골목상권,3395594205
20242,3110049,장충단 고개,골목상권,3920273483
20243,3110049,장충단 고개,골목상권,3938874768
20244,3110049,장충단 고개,골목상권,4086840276
20251,3110049,장충단 고개,골목상권,6321730977
20252,3110049,장충단 고개,골목상권,6022933653
20253,3110049,장충단 고개,골목상권,3152495142
20254,3110049,장충단 고개,골목상권,2715979218
20211,3110052,장충초등학교,골목상권,1497570164
20212,3110052,장충초등학교,골목상권,1782862587
20213,3110052,장충초등학교,골목상권,1716867124
20214,3110052,장충초등학교,골목상권,1730683949
20221,3110052,장충초등학교,골목상권,1751308030
20222,3110052,장충초등학교,골목상권,2033175642
20223,3110052,장충초등학교,골목상권,1991611060
20224,3110052,장충초등학교,골목상권,2073514404
20231,3110052,장충초등학교,골목상권,8700000410
20232,3110052,장충초등학교,골목상권,8643720179
20233,3110052,장충초등학교,골목상권,9090049872
20234,3110052,장충초등학교,골목상권,9357237778
20241,3110052,장충초등학교,골목상권,9515231439
20242,3110052,장충초등학교,골목상권,9482326975
20243,3110052,장충초등학교,골목상권,9305620773
20244,3110052,장충초등학교,골목상권,9263808311
20251,3110052,장충초등학교,골목상권,8671637536
20252,3110052,장충초등학교,골목상권,9406260589
20253,3110052,장충초등학교,골목상권,9268818532
20254,3110052,장충초등학교,골목상권,9239633133
20211,3110053,청구역 1번,골목상권,1956326255
20212,3110053,청구역 1번,골목상권,2302198130
20213,3110053,청구역 1번,골목상권,2282777786
20214,3110053,청구역 1번,골목상권,2318325045
20221,3110053,청구역 1번,골목상권,2221655438
20222,3110053,청구역 1번,골목상권,2605375676
20223,3110053,청구역 1번,골목상권,2693273203
20224,3110053,청구역 1번,골목상권,2756681425
20231,3110053,청구역 1번,골목상권,2586137316
20232,3110053,청구역 1번,골목상권,3151139129
20233,3110053,청구역 1번,골목상권,2557070985
20234,3110053,청구역 1번,골목상권,3012264488
20241,3110053,청구역 1번,골목상권,2505847873
20242,3110053,청구역 1번,골목상권,2342824586
20243,3110053,청구역 1번,골목상권,2621264312
20244,3110053,청구역 1번,골목상권,2803532302
20251,3110053,청구역 1번,골목상권,2552329320
20252,3110053,청구역 1번,골목상권,3983532605
20253,3110053,청구역 1번,골목상권,4248696108
20254,3110053,청구역 1번,골목상권,4017512649
20211,3110054,청구역 3번,골목상권,5937154177
20212,3110054,청구역 3번,골목상권,7295951112
20213,3110054,청구역 3번,골목상권,5991623096
20214,3110054,청구역 3번,골목상권,6195560064
20221,3110054,청구역 3번,골목상권,5705662382
20222,3110054,청구역 3번,골목상권,5572887202
20223,3110054,청구역 3번,골목상권,5419849627
20224,3110054,청구역 3번,골목상권,5432348652
20231,3110054,청구역 3번,골목상권,4590203606
20232,3110054,청구역 3번,골목상권,6197793795
